@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
21,'2018/02/22 16:13:48:999',1,0.803328,0.803328,0.803328,0.803328,0.803328,0.803328,0.803328,0.803328,2.607669,2.607669,2.607669,2.607669,2.607669,2.607669,2.607669,2.982021,2.982021,2.982021,2.982021,2.982021,2.607123,2.607123,2.607123,2.607123,1.709413,1.709413,1.709413,1.127273,1.127273,1.127273,1.367959,1.367959,1.498049,1.498049,1.226942,1.226942,0.777042,0.777042,0.962827,1.285837,1.285837,1.216013,0.824945,0.334322,0.092623,0.306559,0.376073,0.334255,0.233627,0.165816,0.217473,0.419718,0.593309,0.606322,0.517166,0.339883,0.114949,0.087595,0.10205,0.210074,0.314144,0.315669,0.191242,0.128147,0.180758,0.398943,0.259202,0.241142,0.160914,0.260825,0.173658,0.051964,0.155083,0.125083,0.292067,0.085391,0.163169,0.173563,0.165964,0.117482,0.104517,0.104704,0.21022,0.107352,0.060987,0.03221,0.014779,0.013042,0.015759,0.008209,0.013964,0.015152,0.011079,0.00919,0.007262,0.006529,0.010222,0.006084,0.007307,0.006211,0.00583,0.005734,0.006116,0.00462,?
22,'2018/02/22 16:13:49:016',1,0.776219,0.776219,0.776219,0.776219,0.776219,0.776219,0.776219,0.776219,2.252256,2.252256,2.252256,2.252256,2.252256,2.252256,2.252256,3.061288,3.061288,3.061288,3.061288,3.061288,3.45726,3.45726,3.45726,3.45726,3.343613,3.343613,3.343613,2.761969,2.761969,2.761969,1.871484,1.871484,0.953596,0.953596,0.594235,0.594235,0.714821,0.714821,0.588174,0.557325,0.557325,0.854639,0.924258,0.650829,0.214273,0.188398,0.457275,0.689746,0.888098,0.972909,0.868632,0.394371,0.158115,0.319347,0.193234,0.153589,0.297015,0.237531,0.143633,0.055222,0.189647,0.289626,0.150937,0.194269,0.252087,0.425729,0.165818,0.166488,0.065874,0.141343,0.178738,0.162331,0.082367,0.136787,0.093461,0.148604,0.147761,0.274228,0.163574,0.200879,0.161415,0.117975,0.120494,0.106233,0.068547,0.063209,0.008818,0.010743,0.016252,0.022223,0.014235,0.019137,0.008378,0.008049,0.007313,0.012758,0.009178,0.008909,0.007169,0.006144,0.008313,0.008019,0.006761,0.006926,?
23,'2018/02/22 16:13:49:033',1,0.867549,0.867549,0.867549,0.867549,0.867549,0.867549,0.867549,0.867549,2.218735,2.218735,2.218735,2.218735,2.218735,2.218735,2.218735,2.937818,2.937818,2.937818,2.937818,2.937818,2.877356,2.877356,2.877356,2.877356,1.901324,1.901324,1.901324,0.715857,0.715857,0.715857,1.421935,1.421935,1.762954,1.762954,1.554646,1.554646,1.255696,1.255696,1.063311,0.93476,0.93476,0.857878,0.802702,0.704173,0.491511,0.183104,0.16921,0.317066,0.333083,0.318175,0.352602,0.393675,0.314667,0.118244,0.04764,0.066812,0.034183,0.108158,0.08824,0.159649,0.195396,0.195733,0.264045,0.177202,0.324144,0.138401,0.116301,0.136874,0.079311,0.155472,0.195551,0.244937,0.109244,0.090534,0.104301,0.154486,0.075756,0.110942,0.06746,0.081772,0.067958,0.08726,0.033185,0.070325,0.041191,0.028965,0.010502,0.010351,0.010245,0.010622,0.011618,0.008859,0.008553,0.004501,0.006607,0.006099,0.006857,0.006277,0.004526,0.004719,0.005601,0.005361,0.004222,0.004669,?
24,'2018/02/22 16:13:49:049',1,0.466979,0.466979,0.466979,0.466979,0.466979,0.466979,0.466979,0.466979,0.702295,0.702295,0.702295,0.702295,0.702295,0.702295,0.702295,0.219452,0.219452,0.219452,0.219452,0.219452,0.52543,0.52543,0.52543,0.52543,0.89649,0.89649,0.89649,0.772848,0.772848,0.772848,0.52334,0.52334,0.922139,0.922139,1.498429,1.498429,1.926587,1.926587,2.027985,1.733696,1.733696,1.196711,0.718465,0.474209,0.372978,0.324742,0.312994,0.256478,0.178069,0.313601,0.444676,0.394388,0.268552,0.330489,0.304442,0.208619,0.280885,0.157518,0.1427,0.111916,0.486205,0.377789,0.079685,0.105808,0.542196,0.546469,0.488636,0.390274,0.222444,0.108985,0.240995,0.305605,0.345469,0.116283,0.086096,0.151667,0.206894,0.184484,0.095229,0.161356,0.117937,0.162887,0.16576,0.08735,0.062321,0.038409,0.012234,0.011779,0.008544,0.018362,0.024045,0.013934,0.011246,0.007326,0.005698,0.009716,0.01308,0.009011,0.006129,0.004236,0.010251,0.008309,0.005609,0.005621,?
25,'2018/02/22 16:13:49:066',1,0.407978,0.407978,0.407978,0.407978,0.407978,0.407978,0.407978,0.407978,1.241536,1.241536,1.241536,1.241536,1.241536,1.241536,1.241536,1.197423,1.197423,1.197423,1.197423,1.197423,0.928751,0.928751,0.928751,0.928751,0.965523,0.965523,0.965523,0.849499,0.849499,0.849499,0.311193,0.311193,0.775982,0.775982,1.038455,1.038455,0.902282,0.902282,1.257835,1.646427,1.646427,1.533309,1.026141,0.474519,0.336625,0.527881,0.704807,0.810896,0.775059,0.593247,0.368237,0.191117,0.199577,0.36281,0.409076,0.201531,0.127617,0.241137,0.118351,0.137921,0.162899,0.138633,0.056253,0.070975,0.162386,0.141003,0.237448,0.162807,0.37074,0.365778,0.777456,2.90079,2.805326,0.551973,0.704655,0.144327,0.206559,0.185557,0.080371,0.129691,0.075224,0.193577,0.124447,0.093392,0.07565,0.239281,0.040016,0.050201,0.050097,0.012735,0.03919,0.016389,0.066701,0.038837,0.048735,0.009845,0.031825,0.021714,0.039071,0.034411,0.025959,0.017083,0.027573,0.027736,?
26,'2018/02/22 16:13:49:082',1,1.226448,1.226448,1.226448,1.226448,1.226448,1.226448,1.226448,1.226448,4.417071,4.417071,4.417071,4.417071,4.417071,4.417071,4.417071,6.541629,6.541629,6.541629,6.541629,6.541629,7.602659,7.602659,7.602659,7.602659,7.536436,7.536436,7.536436,6.644696,6.644696,6.644696,5.250839,5.250839,3.022072,3.022072,1.475313,1.475313,4.683431,4.683431,6.107657,5.61755,5.61755,3.079607,1.667307,4.15505,4.372852,2.793965,0.561453,2.204697,2.653245,2.183161,1.772416,1.669517,0.919692,0.583335,0.721321,0.578179,0.213322,0.395015,0.68016,0.657262,0.396071,0.143882,0.309122,0.282413,0.343761,0.47272,0.641792,0.771399,0.200256,0.378642,0.634326,1.153437,0.208224,0.299252,0.347286,0.197433,0.267805,0.152934,0.117334,0.159828,0.145147,0.086038,0.096976,0.094655,0.100596,0.10616,0.035217,0.026001,0.036194,0.023902,0.016921,0.020093,0.036516,0.018139,0.023754,0.016827,0.013102,0.020639,0.018478,0.018571,0.015942,0.014571,0.01486,0.018197,?
27,'2018/02/22 16:13:49:099',1,2.40716,2.40716,2.40716,2.40716,2.40716,2.40716,2.40716,2.40716,3.824068,3.824068,3.824068,3.824068,3.824068,3.824068,3.824068,4.208258,4.208258,4.208258,4.208258,4.208258,3.703715,3.703715,3.703715,3.703715,2.851253,2.851253,2.851253,2.132918,2.132918,2.132918,1.393224,1.393224,2.646163,2.646163,4.27218,4.27218,4.941357,4.941357,4.465004,2.90914,2.90914,0.883428,1.732586,2.283319,1.8517,0.897619,0.493686,0.914274,0.957472,0.689705,0.386464,0.530251,0.655998,0.448828,0.260584,0.360357,0.341618,0.264437,1.124123,1.503793,0.895456,0.304048,0.199325,0.08082,0.276239,0.488751,0.231136,0.631616,0.255735,0.355368,0.805172,0.450153,1.063803,0.448445,0.134311,0.053221,0.187941,0.31437,0.175308,0.169834,0.193853,0.12046,0.091214,0.138261,0.111911,0.075123,0.013137,0.017436,0.025505,0.022347,0.024916,0.018777,0.02852,0.015281,0.013063,0.012675,0.020774,0.014057,0.015522,0.009173,0.015887,0.012221,0.012636,0.008393,?
28,'2018/02/22 16:13:49:116',1,2.009174,2.009174,2.009174,2.009174,2.009174,2.009174,2.009174,2.009174,3.997952,3.997952,3.997952,3.997952,3.997952,3.997952,3.997952,4.995162,4.995162,4.995162,4.995162,4.995162,4.967573,4.967573,4.967573,4.967573,4.127877,4.127877,4.127877,3.123287,3.123287,3.123287,2.478418,2.478418,1.932208,1.932208,1.137597,1.137597,1.022263,1.022263,1.869658,2.111066,2.111066,1.567277,1.197899,1.496844,1.184051,0.383429,0.981899,1.319325,1.006294,0.281454,0.42254,0.501872,0.085207,0.273102,0.109836,0.131512,0.26204,0.658157,0.92618,0.51928,0.221511,0.174467,0.16243,0.076429,0.269052,0.436288,0.625934,0.287159,0.34908,0.243553,0.147455,0.630014,1.116335,0.342245,0.199186,0.328136,0.226274,0.181341,0.046207,0.153139,0.096618,0.078829,0.120156,0.055152,0.068654,0.066643,0.021277,0.025755,0.021178,0.014633,0.012612,0.014771,0.019152,0.017409,0.017904,0.009643,0.010587,0.008558,0.015959,0.012835,0.009625,0.007812,0.011997,0.011221,?
29,'2018/02/22 16:13:49:132',1,1.623656,1.623656,1.623656,1.623656,1.623656,1.623656,1.623656,1.623656,2.942484,2.942484,2.942484,2.942484,2.942484,2.942484,2.942484,3.554123,3.554123,3.554123,3.554123,3.554123,3.445619,3.445619,3.445619,3.445619,2.778146,2.778146,2.778146,2.001189,2.001189,2.001189,1.521263,1.521263,1.440936,1.440936,1.623173,1.623173,1.855303,1.855303,1.971869,1.905428,1.905428,1.732042,1.467758,1.058242,0.618546,0.219032,0.288982,0.656653,0.761992,0.621122,0.404856,0.239133,0.171484,0.36165,0.497223,0.324686,0.228956,1.258755,2.365921,2.560059,1.806381,0.510852,0.116516,0.080252,0.281235,0.490422,0.815587,0.770362,0.692912,0.943343,0.660078,1.061064,2.110682,1.438797,0.900765,0.828692,0.256361,0.25906,0.132035,0.217901,0.120021,0.088524,0.159653,0.139205,0.099567,0.091518,0.084604,0.047727,0.030794,0.036155,0.021013,0.029455,0.033042,0.057634,0.028079,0.024594,0.02025,0.021862,0.03888,0.019671,0.02319,0.01879,0.028939,0.021671,?
30,'2018/02/22 16:13:49:150',1,0.908526,0.908526,0.908526,0.908526,0.908526,0.908526,0.908526,0.908526,2.873835,2.873835,2.873835,2.873835,2.873835,2.873835,2.873835,3.871166,3.871166,3.871166,3.871166,3.871166,4.272807,4.272807,4.272807,4.272807,4.034719,4.034719,4.034719,3.373759,3.373759,3.373759,2.692243,2.692243,2.300393,2.300393,2.124757,2.124757,1.91787,1.91787,1.657263,1.493637,1.493637,1.354032,1.061001,0.625988,0.238611,0.298227,0.373842,0.307028,0.206555,0.214322,0.356747,0.35386,0.136937,0.049143,0.145914,0.183497,0.15541,0.374325,0.269013,0.781753,0.766919,0.307611,0.20264,0.088843,0.432835,0.634275,0.489062,0.359208,0.784539,1.416347,0.732529,0.97467,3.147226,1.305374,3.601718,5.358607,0.509262,1.586583,1.261533,0.657119,0.538512,0.585332,0.559298,0.65746,0.547114,0.174798,0.382191,0.311931,0.206282,0.087608,0.080213,0.107244,0.077645,0.199819,0.158973,0.100543,0.051187,0.081311,0.137316,0.113661,0.067653,0.065519,0.105843,0.107498,?
31,'2018/02/22 16:13:49:166',1,0.908526,0.908526,0.908526,0.908526,0.908526,0.908526,0.908526,0.908526,2.873835,2.873835,2.873835,2.873835,2.873835,2.873835,2.873835,3.871166,3.871166,3.871166,3.871166,3.871166,4.272807,4.272807,4.272807,4.272807,4.034719,4.034719,4.034719,3.373759,3.373759,3.373759,2.692243,2.692243,2.300393,2.300393,2.124757,2.124757,1.91787,1.91787,1.657263,1.493637,1.493637,1.354032,1.061001,0.625988,0.238611,0.298227,0.373842,0.307028,0.206555,0.214322,0.356747,0.35386,0.136937,0.049143,0.145914,0.183497,0.15541,0.374325,0.269013,0.781753,0.766919,0.307611,0.20264,0.088843,0.432835,0.634275,0.489062,0.359208,0.784539,1.416347,0.732529,0.97467,3.147226,1.305374,3.601718,5.358607,0.509262,1.586583,1.261533,0.657119,0.538512,0.585332,0.559298,0.65746,0.547114,0.174798,0.382191,0.311931,0.206282,0.087608,0.080213,0.107244,0.077645,0.199819,0.158973,0.100543,0.051187,0.081311,0.137316,0.113661,0.067653,0.065519,0.105843,0.107498,?
32,'2018/02/22 16:13:49:183',1,1.613444,1.613444,1.613444,1.613444,1.613444,1.613444,1.613444,1.613444,2.932843,2.932843,2.932843,2.932843,2.932843,2.932843,2.932843,3.442389,3.442389,3.442389,3.442389,3.442389,3.218149,3.218149,3.218149,3.218149,2.405374,2.405374,2.405374,1.846317,1.846317,1.846317,2.140437,2.140437,2.551437,2.551437,2.843814,2.843814,2.907327,2.907327,2.511223,1.615247,1.615247,0.590011,0.448875,0.601705,0.563509,0.460916,0.275057,0.109683,0.150961,0.177442,0.203526,0.2437,0.199624,0.150523,0.136715,0.366397,0.751433,0.538103,0.273127,0.219871,0.293797,0.401642,0.257619,0.532988,0.613279,0.884466,1.048585,1.413948,1.304721,0.815316,2.383789,2.473527,2.196865,3.545146,3.82491,4.130568,2.660635,1.995479,1.295796,1.03816,1.273301,1.685578,2.272742,2.715309,1.237702,0.262299,0.321848,0.296773,0.167189,0.145056,0.307988,0.265853,0.195838,0.157047,0.127865,0.108575,0.17658,0.142088,0.120108,0.083358,0.126313,0.116928,0.101756,0.080552,?
33,'2018/02/22 16:13:49:199',1,0.621193,0.621193,0.621193,0.621193,0.621193,0.621193,0.621193,0.621193,1.392157,1.392157,1.392157,1.392157,1.392157,1.392157,1.392157,1.07989,1.07989,1.07989,1.07989,1.07989,0.588282,0.588282,0.588282,0.588282,1.697516,1.697516,1.697516,2.149297,2.149297,2.149297,1.851888,1.851888,1.417277,1.417277,1.136217,1.136217,0.869139,0.869139,1.1467,1.540698,1.540698,1.616576,1.438241,1.165049,0.960934,0.902495,0.830062,0.630883,0.374637,0.252233,0.294833,0.144871,0.211569,0.3889,0.352494,0.260423,0.150683,0.361372,0.352646,0.240581,0.477249,0.610703,0.222642,0.320997,0.439592,0.354802,1.481013,1.243371,0.948188,1.01648,2.346824,1.920049,4.03274,1.554301,4.150359,6.510538,7.716386,3.633839,1.550301,1.332919,1.469869,1.804871,0.635321,1.398144,0.956862,0.684877,0.5928,0.908032,0.18736,0.14547,0.209517,0.246431,0.263452,0.338027,0.35609,0.118962,0.1769,0.203333,0.248641,0.236814,0.150191,0.177839,0.213058,0.174637,?
34,'2018/02/22 16:13:49:216',1,1.408769,1.408769,1.408769,1.408769,1.408769,1.408769,1.408769,1.408769,1.193506,1.193506,1.193506,1.193506,1.193506,1.193506,1.193506,0.766531,0.766531,0.766531,0.766531,0.766531,0.59089,0.59089,0.59089,0.59089,0.604931,0.604931,0.604931,0.41395,0.41395,0.41395,0.484811,0.484811,0.669326,0.669326,0.878654,0.878654,1.215895,1.215895,1.397779,1.315297,1.315297,1.050653,0.697413,0.367393,0.132646,0.333948,0.662127,0.807107,0.699509,0.428279,0.162146,0.075209,0.261814,0.368462,0.305313,0.188371,0.376496,0.379661,0.580655,0.333543,0.181981,0.376141,0.444467,0.261874,0.157237,0.303599,0.241176,1.244035,0.72326,0.705204,2.404586,1.342987,1.630286,2.333544,7.361707,9.64719,3.284551,1.633714,1.455109,1.288361,1.516882,0.911142,1.061556,1.545114,0.77935,0.510772,1.241113,0.745287,0.166368,0.330693,0.166867,0.250638,0.161855,0.606369,0.26851,0.28859,0.144751,0.178423,0.410516,0.203063,0.194689,0.173866,0.295662,0.261437,?
35,'2018/02/22 16:13:49:232',1,1.599573,1.599573,1.599573,1.599573,1.599573,1.599573,1.599573,1.599573,2.431346,2.431346,2.431346,2.431346,2.431346,2.431346,2.431346,2.823355,2.823355,2.823355,2.823355,2.823355,2.784617,2.784617,2.784617,2.784617,2.510118,2.510118,2.510118,2.244186,2.244186,2.244186,2.035211,2.035211,2.103079,2.103079,2.598535,2.598535,3.004717,3.004717,2.892341,2.326839,2.326839,1.835973,1.698517,1.586158,1.516696,1.717481,2.155614,2.58895,2.847573,2.955089,3.00012,2.92801,2.702991,2.442773,2.129213,1.70963,1.2547,0.827362,0.608122,0.582923,0.441588,0.474027,0.297779,0.673608,1.126525,0.910809,0.53714,0.398965,2.045403,2.787401,2.725429,0.982777,1.945813,3.073271,5.749329,6.257317,2.769243,2.390541,0.654927,0.98078,1.437184,0.790841,1.93627,1.204001,0.344536,0.457155,0.557178,0.451359,0.172193,0.136861,0.11083,0.27313,0.14163,0.227373,0.211806,0.094583,0.116346,0.132808,0.147974,0.144236,0.062704,0.137813,0.112629,0.116634,?
36,'2018/02/22 16:13:49:249',1,0.656789,0.656789,0.656789,0.656789,0.656789,0.656789,0.656789,0.656789,1.296577,1.296577,1.296577,1.296577,1.296577,1.296577,1.296577,3.028423,3.028423,3.028423,3.028423,3.028423,4.338347,4.338347,4.338347,4.338347,4.616508,4.616508,4.616508,3.829066,3.829066,3.829066,2.374479,2.374479,1.333677,1.333677,1.543919,1.543919,1.621576,1.621576,1.242473,0.708144,0.708144,0.655198,0.828674,0.880415,0.813193,0.473237,0.43301,1.107741,1.533085,1.513228,1.013088,0.463054,0.600438,0.341739,1.028311,1.087865,0.574617,0.400297,0.540695,0.316212,0.182699,0.262477,0.109015,0.500865,0.882119,0.451676,0.341414,0.17223,0.179909,0.631217,1.156471,0.216112,0.370834,0.659447,1.06865,1.591363,1.308063,0.344185,0.38701,0.323838,0.292498,0.239915,0.256043,0.167532,0.087319,0.056964,0.102867,0.10704,0.037171,0.04818,0.039595,0.027823,0.023518,0.052714,0.039207,0.036449,0.023455,0.019722,0.039987,0.027883,0.023829,0.017012,0.032922,0.025623,?
37,'2018/02/22 16:13:49:266',1,1.884982,1.884982,1.884982,1.884982,1.884982,1.884982,1.884982,1.884982,5.277633,5.277633,5.277633,5.277633,5.277633,5.277633,5.277633,7.181739,7.181739,7.181739,7.181739,7.181739,7.952067,7.952067,7.952067,7.952067,7.498209,7.498209,7.498209,6.058374,6.058374,6.058374,4.227942,4.227942,2.861313,2.861313,2.328931,2.328931,2.186003,2.186003,2.053879,1.759559,1.759559,1.286651,0.888653,0.779225,0.642388,0.536339,0.686822,0.780823,0.765713,0.606534,0.234056,0.401697,0.559344,0.4537,0.359715,0.26949,0.283933,0.362495,0.139249,0.291247,0.340577,0.207513,0.157826,0.083378,0.205087,0.320488,0.139192,0.100196,0.085648,0.294355,0.309588,0.394582,0.176364,0.320661,0.618936,0.700903,0.253391,0.273436,0.068038,0.132636,0.143083,0.095547,0.148393,0.094881,0.045469,0.051488,0.048184,0.043687,0.027445,0.013139,0.01667,0.015587,0.016786,0.022712,0.023779,0.011666,0.011574,0.010997,0.017731,0.015936,0.010396,0.010364,0.016059,0.012217,?
38,'2018/02/22 16:13:49:282',1,7.606705,7.606705,7.606705,7.606705,7.606705,7.606705,7.606705,7.606705,11.456236,11.456236,11.456236,11.456236,11.456236,11.456236,11.456236,13.399125,13.399125,13.399125,13.399125,13.399125,14.304411,14.304411,14.304411,14.304411,14.52774,14.52774,14.52774,14.001881,14.001881,14.001881,12.651694,12.651694,11.129788,11.129788,9.901484,9.901484,7.822643,7.822643,3.877397,1.709507,1.709507,3.080028,2.181013,1.149761,1.334849,1.479115,1.386446,1.227313,1.168181,0.824031,0.163372,1.144506,1.216742,0.837465,0.388356,0.464643,0.1819,0.277571,0.221673,0.233037,0.190396,0.146394,0.278932,0.179629,0.36501,0.203043,0.246934,0.500354,0.382846,0.29111,0.301544,0.19252,0.210778,0.441859,0.31352,0.566363,0.158741,0.148232,0.088875,0.139457,0.058137,0.099858,0.040233,0.078174,0.057445,0.037916,0.080998,0.075632,0.024458,0.020698,0.011384,0.016698,0.016443,0.041745,0.038762,0.021859,0.011065,0.014652,0.028616,0.027874,0.014856,0.013063,0.025464,0.024151,?
39,'2018/02/22 16:13:49:299',1,10.550747,10.550747,10.550747,10.550747,10.550747,10.550747,10.550747,10.550747,12.755517,12.755517,12.755517,12.755517,12.755517,12.755517,12.755517,10.874939,10.874939,10.874939,10.874939,10.874939,4.597693,4.597693,4.597693,4.597693,11.811068,11.811068,11.811068,13.538442,13.538442,13.538442,12.391014,12.391014,11.725624,11.725624,11.275238,11.275238,9.098821,9.098821,6.261922,4.714133,4.714133,3.092429,1.385577,0.915325,0.588731,0.89082,1.511152,1.956789,2.219891,2.277855,2.254312,1.989964,2.233128,2.950742,2.363539,1.337012,1.054489,0.399759,0.390396,0.414985,0.310587,0.550747,0.616689,0.729735,0.866845,1.54699,1.11081,0.746009,0.511286,0.430343,0.161343,0.056963,0.152992,0.171066,0.12878,0.175084,0.088467,0.185284,0.155181,0.098305,0.089263,0.044609,0.033878,0.082251,0.074886,0.039233,0.041436,0.051675,0.022425,0.025397,0.017533,0.023407,0.020582,0.031007,0.027142,0.021494,0.017506,0.016384,0.022181,0.024866,0.015603,0.016374,0.021476,0.018227,?
40,'2018/02/22 16:13:49:316',1,8.367929,8.367929,8.367929,8.367929,8.367929,8.367929,8.367929,8.367929,10.601561,10.601561,10.601561,10.601561,10.601561,10.601561,10.601561,10.893233,10.893233,10.893233,10.893233,10.893233,14.041227,14.041227,14.041227,14.041227,17.409285,17.409285,17.409285,18.638533,18.638533,18.638533,17.866745,17.866745,15.605046,15.605046,12.584836,12.584836,9.563757,9.563757,6.858323,4.485656,4.485656,2.681859,1.698079,1.30411,1.232418,1.556386,2.097517,2.512575,2.723022,2.814444,2.895726,3.117206,3.371131,3.351726,2.922484,2.175927,1.295806,0.792955,0.495781,0.431041,0.824162,0.543754,0.661481,0.627673,0.943144,0.99511,0.745438,0.832104,0.541247,0.304425,0.230307,0.275044,0.097284,0.188435,0.228186,0.328887,0.139729,0.139218,0.126722,0.109571,0.074364,0.075811,0.091207,0.030177,0.113526,0.085487,0.063388,0.094556,0.045623,0.02822,0.029648,0.030347,0.027123,0.040185,0.055156,0.031107,0.023311,0.021983,0.032858,0.042523,0.021895,0.020487,0.033067,0.031658,?
41,'2018/02/22 16:13:49:332',1,7.496153,7.496153,7.496153,7.496153,7.496153,7.496153,7.496153,7.496153,11.056665,11.056665,11.056665,11.056665,11.056665,11.056665,11.056665,11.643201,11.643201,11.643201,11.643201,11.643201,13.54537,13.54537,13.54537,13.54537,14.571515,14.571515,14.571515,12.213369,12.213369,12.213369,6.06499,6.06499,11.09734,11.09734,12.174463,12.174463,9.588841,9.588841,6.317076,4.888488,4.888488,2.225023,1.885001,2.081762,1.203919,0.626891,0.843365,1.178201,1.599568,1.828895,1.845424,1.526302,0.87435,0.49784,0.488913,0.74053,0.589206,0.252029,0.26758,0.261921,0.42819,0.480759,1.413366,1.361827,0.673663,1.0083,0.527244,1.099812,1.759233,3.38625,2.891537,1.612101,0.463107,0.381874,0.177185,0.35285,0.335147,0.16957,0.217232,0.082786,0.0335,0.139741,0.053346,0.098917,0.198677,0.072864,0.061894,0.081161,0.083573,0.038529,0.030801,0.044356,0.07139,0.045681,0.057981,0.046366,0.022102,0.049027,0.036594,0.055579,0.024715,0.03616,0.035515,0.044558,?
42,'2018/02/22 16:13:49:349',1,6.036202,6.036202,6.036202,6.036202,6.036202,6.036202,6.036202,6.036202,8.102586,8.102586,8.102586,8.102586,8.102586,8.102586,8.102586,11.401358,11.401358,11.401358,11.401358,11.401358,14.346742,14.346742,14.346742,14.346742,16.145792,16.145792,16.145792,16.834305,16.834305,16.834305,16.613977,16.613977,15.534382,15.534382,13.494701,13.494701,10.503125,10.503125,6.946205,3.628273,3.628273,1.349829,0.577235,0.685259,0.856455,1.043557,1.154007,1.182873,1.246002,1.491408,1.917477,2.435508,2.75547,2.75684,2.072312,0.810254,0.374967,0.288593,0.170769,0.070059,0.321194,0.6686,1.092485,1.858654,2.148131,0.913729,1.638475,2.061783,0.926261,1.763456,2.482072,1.79995,0.500735,0.375185,0.110497,0.204765,0.296743,0.096977,0.117631,0.131992,0.204129,0.303969,0.677582,0.247235,0.180797,0.11753,0.081125,0.088845,0.061446,0.059307,0.072576,0.068523,0.080249,0.061044,0.054669,0.048194,0.055893,0.049491,0.047169,0.048669,0.047908,0.042426,0.0426,0.043851,?
